0,1,2,3,4,5,6,7,8,9,10
sausage,other vegetables,chicken,waffles,root vegetables,bottled beer,butter,whipped/sour cream,,,
finished products,whipped/sour cream,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
pork,chocolate,soap,,,,,,,,
butter,margarine,,,,,,,,,
sausage,whole milk,,,,,,,,,
packaged fruit/vegetables,liquor,shopping bags,,,,,,,,
UHT-milk,margarine,,,,,,,,,
beverages,pork,,,,,,,,,
root vegetables,coffee,,,,,,,,,
misc. beverages,dishes,,,,,,,,,
yogurt,dog food,semi-finished bread,napkins,,,,,,,
bottled beer,canned fish,fruit/vegetable juice,,,,,,,,
citrus fruit,newspapers,shopping bags,,,,,,,,
ham,brown bread,,,,,,,,,
curd,soda,shopping bags,,,,,,,,
rolls/buns,sugar,butter,,,,,,,,
whole milk,brown bread,,,,,,,,,
chicken,grapes,,,,,,,,,
soda,red/blush wine,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
turkey,ham,whole milk,citrus fruit,pastry,soda,,,,,
citrus fruit,canned beer,hygiene articles,chicken,whole milk,napkins,white wine,UHT-milk,shopping bags,,
rolls/buns,other vegetables,,,,,,,,,
dessert,cream cheese ,,,,,,,,,
ice cream,citrus fruit,soda,,,,,,,,
bottled beer,yogurt,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
berries,other vegetables,sausage,pip fruit,rolls/buns,brown bread,sauces,,,,
other vegetables,beef,,,,,,,,,
grapes,chewing gum,curd cheese,,,,,,,,
bottled water,red/blush wine,onions,brown bread,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
rolls/buns,chicken,,,,,,,,,
specialty bar,bottled water,dental care,,,,,,,,
meat,beef,whole milk,other vegetables,grapes,whipped/sour cream,coffee,whole milk,,,
chocolate,soda,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
cat food,soda,,,,,,,,,
condensed milk,domestic eggs,,,,,,,,,
sausage,sugar,,,,,,,,,
hamburger meat,shopping bags,,,,,,,,,
soda,soda,domestic eggs,,,,,,,,
nut snack,long life bakery product,whole milk,frozen meals,,,,,,,
sausage,herbs,,,,,,,,,
pork,whole milk,napkins,,,,,,,,
bottled water,soda,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
misc. beverages,other vegetables,rolls/buns,brown bread,,,,,,,
pork,specialty cheese,,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
tropical fruit,other vegetables,sugar,,,,,,,,
misc. beverages,whipped/sour cream,,,,,,,,,
frozen meals,rolls/buns,chocolate marshmallow,,,,,,,,
sugar,whole milk,,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
meat,whole milk,,,,,,,,,
white bread,salty snack,,,,,,,,,
napkins,whole milk,,,,,,,,,
frozen vegetables,pip fruit,root vegetables,cereals,,,,,,,
sausage,frozen meals,,,,,,,,,
pork,rolls/buns,,,,,,,,,
brown bread,newspapers,,,,,,,,,
soda,butter,,,,,,,,,
soda,hygiene articles,,,,,,,,,
sausage,yogurt,,,,,,,,,
sliced cheese,brown bread,roll products ,,,,,,,,
frankfurter,berries,,,,,,,,,
pip fruit,pastry,,,,,,,,,
domestic eggs,sausage,bottled water,curd,frozen meals,hygiene articles,chocolate,rolls/buns,,,
pastry,whole milk,soda,Instant food products,,,,,,,
onions,specialty chocolate,,,,,,,,,
instant coffee,chewing gum,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
turkey,salt,,,,,,,,,
coffee,whole milk,,,,,,,,,
pip fruit,pork,brown bread,whole milk,,,,,,,
UHT-milk,rice,newspapers,,,,,,,,
berries,soda,butter,other vegetables,white bread,cream cheese ,,,,,
mayonnaise,bottled beer,rolls/buns,specialty fat,,,,,,,
coffee,UHT-milk,,,,,,,,,
root vegetables,white bread,,,,,,,,,
sliced cheese,root vegetables,whipped/sour cream,,,,,,,,
canned beer,rolls/buns,baking powder,,,,,,,,
frankfurter,soda,,,,,,,,,
whole milk,red/blush wine,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
whole milk,cat food,long life bakery product,,,,,,,,
butter,oil,,,,,,,,,
dessert,yogurt,shopping bags,,,,,,,,
pork,salty snack,sliced cheese,,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
bottled beer,whole milk,salty snack,other vegetables,,,,,,,
other vegetables,oil,,,,,,,,,
coffee,sausage,salt,white wine,,,,,,,
sugar,kitchen towels,,,,,,,,,
fruit/vegetable juice,canned fish,,,,,,,,,
oil,margarine,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
tropical fruit,sausage,hamburger meat,zwieback,specialty cheese,domestic eggs,,,,,
citrus fruit,bottled water,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
domestic eggs,hard cheese,,,,,,,,,
yogurt,herbs,,,,,,,,,
other vegetables,jam,cat food,fruit/vegetable juice,,,,,,,
chicken,white bread,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
specialty vegetables,yogurt,,,,,,,,,
frozen dessert,bottled water,,,,,,,,,
butter,bottled beer,,,,,,,,,
whole milk,hamburger meat,roll products ,,,,,,,,
tropical fruit,grapes,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
soda,cling film/bags,,,,,,,,,
cream cheese ,dessert,,,,,,,,,
sausage,yogurt,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
tropical fruit,condensed milk,pastry,,,,,,,,
pastry,UHT-milk,,,,,,,,,
pip fruit,flour,other vegetables,,,,,,,,
whole milk,newspapers,bottled water,,,,,,,,
roll products ,specialty chocolate,,,,,,,,,
tropical fruit,berries,whole milk,soap,,,,,,,
sausage,canned beer,,,,,,,,,
other vegetables,roll products ,,,,,,,,,
citrus fruit,whole milk,UHT-milk,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
spread cheese,yogurt,frozen vegetables,,,,,,,,
napkins,white bread,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
pork,canned beer,specialty bar,,,,,,,,
soda,beverages,rolls/buns,curd,,,,,,,
white bread,pastry,whole milk,newspapers,,,,,,,
other vegetables,soda,,,,,,,,,
ham,whole milk,candy,,,,,,,,
sausage,brown bread,meat spreads,,,,,,,,
rolls/buns,grapes,,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
other vegetables,canned fish,,,,,,,,,
tropical fruit,rolls/buns,fruit/vegetable juice,,,,,,,,
hygiene articles,canned fish,,,,,,,,,
pip fruit,spread cheese,misc. beverages,,,,,,,,
whole milk,canned fish,,,,,,,,,
root vegetables,seasonal products,,,,,,,,,
organic sausage,grapes,pastry,,,,,,,,
oil,bottled water,,,,,,,,,
pastry,processed cheese,,,,,,,,,
fruit/vegetable juice,newspapers,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
whole milk,sausage,yogurt,whole milk,butter,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
semi-finished bread,other vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
soda,sausage,butter milk,vinegar,,,,,,,
decalcifier,grapes,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
yogurt,domestic eggs,pasta,,,,,,,,
berries,rolls/buns,,,,,,,,,
dishes,shopping bags,hard cheese,other vegetables,,,,,,,
zwieback,soda,curd,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
yogurt,rolls/buns,domestic eggs,fruit/vegetable juice,,,,,,,
beverages,condensed milk,,,,,,,,,
beef,instant coffee,,,,,,,,,
yogurt,other vegetables,soft cheese,salt,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
pip fruit,butter,soda,,,,,,,,
frozen fish,pastry,,,,,,,,,
whole milk,pastry,liquor,,,,,,,,
whipped/sour cream,sparkling wine,bottled beer,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
ham,chicken,canned beer,other vegetables,napkins,,,,,,
newspapers,shopping bags,,,,,,,,,
ham,sausage,detergent,whipped/sour cream,yogurt,dishes,,,,,
frankfurter,pork,rolls/buns,grapes,,,,,,,
onions,bottled water,pastry,,,,,,,,
hard cheese,soda,,,,,,,,,
frankfurter,margarine,,,,,,,,,
beef,pork,,,,,,,,,
pastry,onions,,,,,,,,,
salt,root vegetables,,,,,,,,,
canned beer,other vegetables,salty snack,,,,,,,,
brown bread,pastry,,,,,,,,,
ham,tropical fruit,,,,,,,,,
whole milk,butter,,,,,,,,,
bottled beer,other vegetables,waffles,,,,,,,,
pork,pip fruit,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
beef,soda,white wine,soft cheese,,,,,,,
pork,yogurt,yogurt,canned fish,,,,,,,
pork,long life bakery product,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
sweet spreads,flower (seeds),,,,,,,,,
candy,pot plants,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
other vegetables,soda,soda,,,,,,,,
canned fruit,newspapers,,,,,,,,,
berries,other vegetables,,,,,,,,,
pork,chewing gum,canned fish,,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
bottled water,bottled water,,,,,,,,,
beverages,bottled water,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pork,butter,napkins,seasonal products,coffee,,,,,,
softener,dish cleaner,,,,,,,,,
chocolate,curd cheese,,,,,,,,,
pork,detergent,bottled beer,,,,,,,,
onions,citrus fruit,white bread,dessert,shopping bags,,,,,,
berries,bottled beer,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
rolls/buns,dishes,,,,,,,,,
shopping bags,coffee,,,,,,,,,
sausage,canned beer,,,,,,,,,
pastry,root vegetables,,,,,,,,,
sausage,dessert,,,,,,,,,
chicken,cream,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
ham,tropical fruit,frozen meals,sparkling wine,,,,,,,
citrus fruit,domestic eggs,flour,,,,,,,,
grapes,misc. beverages,,,,,,,,,
brown bread,dishes,,,,,,,,,
pork,soda,yogurt,,,,,,,,
hamburger meat,butter milk,seasonal products,,,,,,,,
sausage,butter,,,,,,,,,
coffee,whole milk,domestic eggs,,,,,,,,
shopping bags,white wine,,,,,,,,,
sausage,root vegetables,,,,,,,,,
root vegetables,dessert,,,,,,,,,
ham,canned beer,,,,,,,,,
beef,hygiene articles,,,,,,,,,
rolls/buns,soda,soda,flower (seeds),,,,,,,
curd,whole milk,canned beer,,,,,,,,
frankfurter,pip fruit,rolls/buns,onions,,,,,,,
butter milk,soups,canned fruit,,,,,,,,
pork,other vegetables,,,,,,,,,
tropical fruit,beef,cream cheese ,frozen vegetables,,,,,,,
liquor,sweet spreads,,,,,,,,,
long life bakery product,salty snack,,,,,,,,,
ice cream,fruit/vegetable juice,,,,,,,,,
bottled beer,yogurt,soda,,,,,,,,
frozen vegetables,rolls/buns,cling film/bags,,,,,,,,
whole milk,brown bread,pastry,dessert,,,,,,,
beef,soda,,,,,,,,,
soda,pip fruit,pastry,jam,,,,,,,
butter,fruit/vegetable juice,soda,,,,,,,,
tropical fruit,butter milk,brown bread,,,,,,,,
jam,cake bar,,,,,,,,,
ham,chocolate,,,,,,,,,
soda,brown bread,,,,,,,,,
chicken,hamburger meat,shopping bags,,,,,,,,
rolls/buns,cake bar,,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
ham,cream cheese ,,,,,,,,,
soda,oil,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
baking powder,frozen potato products,,,,,,,,,
whole milk,citrus fruit,shopping bags,white wine,soda,yogurt,,,,,
sausage,whole milk,,,,,,,,,
margarine,bathroom cleaner,,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
citrus fruit,soda,coffee,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
packaged fruit/vegetables,tea,,,,,,,,,
whipped/sour cream,oil,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
frozen meals,newspapers,,,,,,,,,
domestic eggs,fruit/vegetable juice,,,,,,,,,
cocoa drinks,red/blush wine,,,,,,,,,
pork,whole milk,,,,,,,,,
frankfurter,ketchup,,,,,,,,,
organic sausage,rolls/buns,,,,,,,,,
white bread,coffee,,,,,,,,,
whole milk,cat food,,,,,,,,,
frankfurter,curd,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
newspapers,flour,,,,,,,,,
whole milk,bottled water,,,,,,,,,
meat spreads,shopping bags,,,,,,,,,
yogurt,red/blush wine,margarine,,,,,,,,
specialty bar,pastry,,,,,,,,,
canned beer,other vegetables,yogurt,,,,,,,,
ham,canned beer,,,,,,,,,
bottled beer,newspapers,seasonal products,bottled water,,,,,,,
yogurt,other vegetables,,,,,,,,,
pickled vegetables,Instant food products,,,,,,,,,
pork,bottled beer,,,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
frozen vegetables,onions,,,,,,,,,
dessert,ham,,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
soda,other vegetables,,,,,,,,,
curd,soft cheese,,,,,,,,,
other vegetables,bottled water,shopping bags,,,,,,,,
sausage,dessert,,,,,,,,,
citrus fruit,sausage,rolls/buns,frozen potato products,,,,,,,
root vegetables,frozen dessert,beverages,,,,,,,,
curd,domestic eggs,,,,,,,,,
grapes,other vegetables,,,,,,,,,
yogurt,sugar,,,,,,,,,
root vegetables,other vegetables,frozen vegetables,,,,,,,,
frozen vegetables,brown bread,rolls/buns,,,,,,,,
beef,herbs,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
soda,butter,,,,,,,,,
rolls/buns,ice cream,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
bottled water,soda,nut snack,,,,,,,,
whipped/sour cream,candy,whole milk,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
pork,liquor,,,,,,,,,
grapes,other vegetables,,,,,,,,,
cake bar,pastry,butter,,,,,,,,
meat,hygiene articles,hard cheese,cat food,,,,,,,
other vegetables,roll products ,,,,,,,,,
sausage,waffles,,,,,,,,,
hard cheese,flower soil/fertilizer,condensed milk,curd,,,,,,,
dish cleaner,pet care,,,,,,,,,
pip fruit,turkey,,,,,,,,,
cat food,whipped/sour cream,,,,,,,,,
canned beer,yogurt,tropical fruit,whole milk,,,,,,,
domestic eggs,UHT-milk,,,,,,,,,
sparkling wine,whole milk,dessert,salt,,,,,,,
soda,frozen potato products,white wine,,,,,,,,
root vegetables,ham,,,,,,,,,
chicken,pasta,,,,,,,,,
sausage,whole milk,,,,,,,,,
pip fruit,ice cream,popcorn,soda,bottled water,rolls/buns,,,,,
bottled water,rolls/buns,,,,,,,,,
hygiene articles,frozen dessert,,,,,,,,,
brown bread,root vegetables,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
frozen vegetables,rice,,,,,,,,,
UHT-milk,salty snack,,,,,,,,,
soda,shopping bags,,,,,,,,,
bottled beer,oil,,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
whole milk,onions,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
canned beer,canned fish,,,,,,,,,
tropical fruit,sausage,tropical fruit,detergent,butter,newspapers,,,,,
chicken,whipped/sour cream,,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
chicken,house keeping products,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
white bread,photo/film,,,,,,,,,
beef,waffles,citrus fruit,waffles,,,,,,,
yogurt,liqueur,,,,,,,,,
chocolate,canned beer,frozen fish,,,,,,,,
photo/film,root vegetables,newspapers,,,,,,,,
soda,frankfurter,bottled water,chicken,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
canned beer,shopping bags,hard cheese,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
beef,sugar,,,,,,,,,
UHT-milk,whole milk,herbs,,,,,,,,
tropical fruit,chicken,soda,soda,,,,,,,
UHT-milk,canned vegetables,,,,,,,,,
beverages,sugar,,,,,,,,,
yogurt,brown bread,,,,,,,,,
flower soil/fertilizer,waffles,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
other vegetables,butter,red/blush wine,,,,,,,,
sausage,shopping bags,,,,,,,,,
soda,yogurt,,,,,,,,,
bottled beer,pastry,,,,,,,,,
white bread,zwieback,,,,,,,,,
frankfurter,whole milk,margarine,,,,,,,,
pastry,pet care,margarine,,,,,,,,
rolls/buns,margarine,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
sausage,chicken,margarine,yogurt,,,,,,,
sausage,citrus fruit,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
tropical fruit,oil,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
meat,margarine,,,,,,,,,
tropical fruit,flower soil/fertilizer,flour,specialty bar,,,,,,,
beverages,packaged fruit/vegetables,,,,,,,,,
packaged fruit/vegetables,sweet spreads,,,,,,,,,
canned beer,misc. beverages,yogurt,rolls/buns,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
soda,chocolate,,,,,,,,,
meat,grapes,,,,,,,,,
hard cheese,yogurt,,,,,,,,,
hamburger meat,tropical fruit,cat food,whole milk,artif. sweetener,packaged fruit/vegetables,,,,,
sugar,shopping bags,,,,,,,,,
frankfurter,canned beer,soda,,,,,,,,
root vegetables,mayonnaise,,,,,,,,,
whole milk,frankfurter,chicken,frankfurter,flour,chocolate,bottled beer,rolls/buns,,,
berries,soap,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
frozen meals,UHT-milk,,,,,,,,,
sausage,other vegetables,waffles,,,,,,,,
candy,whipped/sour cream,,,,,,,,,
shopping bags,curd,,,,,,,,,
soda,soda,salty snack,,,,,,,,
spread cheese,specialty chocolate,,,,,,,,,
pastry,canned beer,mustard,yogurt,,,,,,,
condensed milk,other vegetables,,,,,,,,,
whole milk,bottled beer,rolls/buns,,,,,,,,
rolls/buns,pip fruit,margarine,,,,,,,,
ham,whole milk,sliced cheese,baking powder,,,,,,,
white wine,ice cream,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
pasta,cream cheese ,,,,,,,,,
finished products,other vegetables,misc. beverages,coffee,rolls/buns,,,,,,
bottled beer,herbs,curd,,,,,,,,
beef,canned beer,pastry,whole milk,,,,,,,
misc. beverages,frankfurter,salt,curd,,,,,,,
sugar,shopping bags,instant coffee,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
pip fruit,waffles,,,,,,,,,
prosecco,rolls/buns,specialty chocolate,white bread,,,,,,,
pork,spread cheese,,,,,,,,,
bottled beer,beverages,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
pip fruit,rum,,,,,,,,,
turkey,bottled water,,,,,,,,,
waffles,whole milk,shopping bags,flour,shopping bags,,,,,,
other vegetables,yogurt,soda,,,,,,,,
ice cream,canned beer,,,,,,,,,
pork,pip fruit,whole milk,shopping bags,,,,,,,
frankfurter,soda,,,,,,,,,
yogurt,pip fruit,house keeping products,frozen vegetables,,,,,,,
root vegetables,red/blush wine,,,,,,,,,
pork,other vegetables,,,,,,,,,
mustard,fruit/vegetable juice,,,,,,,,,
sausage,pip fruit,brown bread,,,,,,,,
whole milk,bottled beer,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
tropical fruit,salt,,,,,,,,,
newspapers,newspapers,,,,,,,,,
yogurt,popcorn,,,,,,,,,
beef,whole milk,root vegetables,whipped/sour cream,whipped/sour cream,other vegetables,,,,,
sausage,newspapers,,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
dessert,whole milk,,,,,,,,,
frankfurter,soda,soda,,,,,,,,
pastry,UHT-milk,,,,,,,,,
beef,newspapers,,,,,,,,,
pork,rolls/buns,,,,,,,,,
pastry,other vegetables,other vegetables,butter milk,,,,,,,
butter,specialty chocolate,,,,,,,,,
finished products,newspapers,,,,,,,,,
whole milk,bottled water,whole milk,,,,,,,,
yogurt,soda,,,,,,,,,
liqueur,whole milk,onions,soda,,,,,,,
yogurt,chewing gum,shopping bags,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
citrus fruit,tropical fruit,canned fish,,,,,,,,
bottled beer,yogurt,,,,,,,,,
sausage,grapes,,,,,,,,,
ham,yogurt,,,,,,,,,
other vegetables,curd,abrasive cleaner,,,,,,,,
beef,potato products,,,,,,,,,
sausage,red/blush wine,,,,,,,,,
UHT-milk,bottled beer,,,,,,,,,
root vegetables,white bread,pasta,bottled beer,,,,,,,
root vegetables,yogurt,specialty bar,,,,,,,,
pastry,detergent,,,,,,,,,
house keeping products,rolls/buns,pickled vegetables,curd,,,,,,,
spread cheese,whole milk,,,,,,,,,
whole milk,whole milk,,,,,,,,,
hamburger meat,pork,yogurt,flour,,,,,,,
popcorn,cat food,,,,,,,,,
frankfurter,dishes,rolls/buns,,,,,,,,
ham,pastry,whole milk,specialty bar,tropical fruit,hard cheese,yogurt,candy,,,
whole milk,grapes,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
meat,photo/film,,,,,,,,,
bottled water,long life bakery product,root vegetables,mustard,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
citrus fruit,beef,,,,,,,,,
pork,root vegetables,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
yogurt,chicken,soda,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
grapes,frozen meals,flower (seeds),,,,,,,,
artif. sweetener,sugar,,,,,,,,,
whole milk,coffee,,,,,,,,,
butter,whole milk,,,,,,,,,
newspapers,detergent,,,,,,,,,
curd,soda,whole milk,,,,,,,,
soda,onions,other vegetables,,,,,,,,
pastry,rolls/buns,,,,,,,,,
sausage,bottled water,,,,,,,,,
curd,margarine,,,,,,,,,
pork,domestic eggs,pickled vegetables,,,,,,,,
curd,whole milk,,,,,,,,,
canned beer,long life bakery product,,,,,,,,,
curd,brown bread,,,,,,,,,
meat,whole milk,,,,,,,,,
pastry,newspapers,,,,,,,,,
hamburger meat,candy,,,,,,,,,
berries,soda,fruit/vegetable juice,,,,,,,,
waffles,chocolate,,,,,,,,,
mustard,yogurt,cat food,bottled beer,,,,,,,
soda,canned fish,,,,,,,,,
other vegetables,dessert,,,,,,,,,
citrus fruit,specialty fat,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
citrus fruit,shopping bags,cream cheese ,,,,,,,,
whole milk,candy,semi-finished bread,candy,,,,,,,
other vegetables,margarine,shopping bags,processed cheese,,,,,,,
whole milk,waffles,soft cheese,domestic eggs,dish cleaner,bathroom cleaner,,,,,
other vegetables,other vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,bottled water,,,,,,,,,
napkins,specialty chocolate,other vegetables,,,,,,,,
liquor (appetizer),cat food,,,,,,,,,
sausage,specialty bar,,,,,,,,,
butter milk,bottled beer,soda,,,,,,,,
bottled beer,long life bakery product,vinegar,pot plants,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
tropical fruit,napkins,frozen vegetables,pastry,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
tropical fruit,butter,dog food,,,,,,,,
pet care,pork,,,,,,,,,
sausage,domestic eggs,sugar,,,,,,,,
waffles,other vegetables,,,,,,,,,
citrus fruit,spread cheese,,,,,,,,,
pork,other vegetables,,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
soda,margarine,,,,,,,,,
root vegetables,coffee,,,,,,,,,
cookware,cream cheese ,,,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
instant coffee,candles,,,,,,,,,
sausage,tea,,,,,,,,,
whipped/sour cream,berries,cream cheese ,,,,,,,,
semi-finished bread,rolls/buns,fruit/vegetable juice,tropical fruit,,,,,,,
cereals,rolls/buns,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
berries,whole milk,other vegetables,,,,,,,,
butter milk,cleaner,bottled water,,,,,,,,
pastry,soda,,,,,,,,,
pastry,sliced cheese,,,,,,,,,
sausage,whole milk,dessert,UHT-milk,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,cocoa drinks,,,,,,,,,
hamburger meat,dog food,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
sausage,pastry,bottled beer,UHT-milk,,,,,,,
canned beer,brown bread,,,,,,,,,
canned beer,yogurt,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
whole milk,soda,,,,,,,,,
meat,coffee,,,,,,,,,
hamburger meat,brown bread,,,,,,,,,
UHT-milk,domestic eggs,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
whole milk,salty snack,pip fruit,whole milk,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
margarine,canned beer,,,,,,,,,
sausage,butter,,,,,,,,,
canned beer,curd,coffee,flour,,,,,,,
whipped/sour cream,Instant food products,,,,,,,,,
white bread,salty snack,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
berries,pork,waffles,herbs,yogurt,specialty cheese,fruit/vegetable juice,long life bakery product,,,
semi-finished bread,whole milk,fruit/vegetable juice,,,,,,,,
pork,other vegetables,yogurt,,,,,,,,
other vegetables,yogurt,,,,,,,,,
meat,rolls/buns,,,,,,,,,
whole milk,rolls/buns,instant coffee,,,,,,,,
chocolate,whipped/sour cream,,,,,,,,,
root vegetables,sausage,whole milk,chewing gum,brown bread,,,,,,
turkey,domestic eggs,,,,,,,,,
dessert,newspapers,domestic eggs,,,,,,,,
brown bread,yogurt,,,,,,,,,
ice cream,salty snack,,,,,,,,,
mayonnaise,decalcifier,,,,,,,,,
spread cheese,butter,hygiene articles,,,,,,,,
beverages,beverages,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
whole milk,newspapers,,,,,,,,,
root vegetables,hygiene articles,newspapers,,,,,,,,
soft cheese,other vegetables,,,,,,,,,
brown bread,whole milk,canned fish,brown bread,,,,,,,
canned beer,beef,,,,,,,,,
pork,bottled water,tea,,,,,,,,
meat,specialty chocolate,,,,,,,,,
citrus fruit,soda,,,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
onions,bottled water,cream cheese ,hard cheese,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
softener,chocolate,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
chicken,root vegetables,yogurt,,,,,,,,
pastry,dishes,waffles,,,,,,,,
soda,cling film/bags,,,,,,,,,
pork,butter,,,,,,,,,
UHT-milk,processed cheese,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
pastry,other vegetables,cake bar,,,,,,,,
specialty cheese,beverages,,,,,,,,,
frankfurter,whole milk,canned fish,yogurt,,,,,,,
yogurt,whole milk,,,,,,,,,
white bread,frozen fruits,,,,,,,,,
chicken,yogurt,newspapers,shopping bags,rolls/buns,domestic eggs,,,,,
candy,margarine,,,,,,,,,
sausage,oil,whole milk,,,,,,,,
UHT-milk,pip fruit,specialty chocolate,chewing gum,canned fruit,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
